"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.add","Answer.buttheads","Answer.close","Answer.cometogether","Answer.commentsArea","Answer.communicate","Answer.control","Answer.disagreement","Answer.freeResponseArea","Answer.getalong","Answer.goal","Answer.overlap","Answer.protected","Answer.tension","Answer.unified","Answer.vid_id","Answer.worktogether","Approve","Reject"
"3ZFRE2BDQ9EBUDMOK5CGELRUYO6ZXG","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Apr 12 08:52:56 PDT 2019","50","BatchId:3604790;OriginalHitTemplateId:928390922;","480","259200","Sun Apr 14 08:52:56 PDT 2019","","","37TD41K0AH9SCNM9OJRNTZ46QTRSCB","A2NM1PIE9HN066","Approved","Fri Apr 12 09:03:05 PDT 2019","Fri Apr 12 09:04:06 PDT 2019","Mon Apr 15 09:04:06 PDT 2019","2019-04-15 16:04:58 UTC","","","61","100% (1/1)","100% (1/1)","100% (1/1)","Submit","5","2","3","{}","4","2","5","I would think she's indicating the end of something. She's showing that something is finished.","4","5","3","2","5","3","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/eastern_gest_2-2.mov","3"
"3ZFRE2BDQ9EBUDMOK5CGELRUYO6ZXG","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Apr 12 08:52:56 PDT 2019","50","BatchId:3604790;OriginalHitTemplateId:928390922;","480","259200","Sun Apr 14 08:52:56 PDT 2019","","","3JV9LGBJWTEQV7ALJO6XZLFKRWGOGK","A2ITJNPW1LDUN7","Approved","Fri Apr 12 08:53:45 PDT 2019","Fri Apr 12 08:54:51 PDT 2019","Mon Apr 15 08:54:51 PDT 2019","2019-04-15 15:54:58 UTC","","","66","100% (1/1)","100% (1/1)","100% (1/1)","Submit","6","2","3","{}","4","2","5","I think that she is telling them to stop doing something or to prevent a behavior. I think this because the motiont hat she's making with her hands seems negative","3","3","3","2","6","3","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/eastern_gest_2-0.mov","2"
"3ZFRE2BDQ9EBUDMOK5CGELRUYO6ZXG","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Apr 12 08:52:56 PDT 2019","50","BatchId:3604790;OriginalHitTemplateId:928390922;","480","259200","Sun Apr 14 08:52:56 PDT 2019","","","3X4MXAO0BGOPP6S1QLRJFJ6DW7QWR0","APF1EAZT104LQ","Approved","Fri Apr 12 08:53:55 PDT 2019","Fri Apr 12 08:55:01 PDT 2019","Mon Apr 15 08:55:01 PDT 2019","2019-04-15 15:55:58 UTC","","","66","100% (5/5)","100% (2/2)","100% (2/2)","Submit","4","4","3","{}","5","5","5","She is explaining a concept. She is being abstract.","5","5","4","5","4","5","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/eastern_gest_2-2.mov","5"
"3ZFRE2BDQ9EBUDMOK5CGELRUYO6ZXG","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Apr 12 08:52:56 PDT 2019","50","BatchId:3604790;OriginalHitTemplateId:928390922;","480","259200","Sun Apr 14 08:52:56 PDT 2019","","","35USIKEBNRG6GTL36WXY852Q78A6NN","A2WYQJ4NPRM45U","Approved","Fri Apr 12 09:00:29 PDT 2019","Fri Apr 12 09:01:36 PDT 2019","Mon Apr 15 09:01:36 PDT 2019","2019-04-15 16:01:58 UTC","","","67","100% (1/1)","100% (1/1)","100% (1/1)","Submit","6","2","3","{}","4","4","6","She is talking about their weight. She is describing a fat person","4","4","6","2","6","3","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_4-1.mov","4"
"3ZFRE2BDQ9EBUDMOK5CGELRUYO6ZXG","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Apr 12 08:52:56 PDT 2019","50","BatchId:3604790;OriginalHitTemplateId:928390922;","480","259200","Sun Apr 14 08:52:56 PDT 2019","","","3DQQ64TANGL4DTCMDTNUAO6YVQZWP7","A3HRUBV4YLROUO","Approved","Fri Apr 12 11:47:11 PDT 2019","Fri Apr 12 11:48:30 PDT 2019","Mon Apr 15 11:48:30 PDT 2019","2019-04-15 18:48:58 UTC","","","79","100% (1/1)","100% (1/1)","100% (1/1)","Submit","5","1","4","{}","6","1","6","She is referencing either everything or all of them as a collective.","3","7","1","4","2","1","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_3-0.mov","7"
"3ZFRE2BDQ9EBUDMOK5CGELRUYO6ZXG","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Apr 12 08:52:56 PDT 2019","50","BatchId:3604790;OriginalHitTemplateId:928390922;","480","259200","Sun Apr 14 08:52:56 PDT 2019","","","3Y54SXRO1LLPDHGOZAHDXAMYZCCTUB","A23OGMOKERQS5R","Approved","Fri Apr 12 08:53:54 PDT 2019","Fri Apr 12 08:55:21 PDT 2019","Mon Apr 15 08:55:21 PDT 2019","2019-04-15 15:55:58 UTC","","","87","100% (1/1)","100% (1/1)","100% (1/1)","Submit","1","5","7","{}","7","7","1","She is saying that the people are working together.","1","7","7","7","1","7","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_1-0.mov","7"
"3ZFRE2BDQ9EBUDMOK5CGELRUYO6ZXG","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Apr 12 08:52:56 PDT 2019","50","BatchId:3604790;OriginalHitTemplateId:928390922;","480","259200","Sun Apr 14 08:52:56 PDT 2019","","","31LVTDXBL7A9ECG2M7KH68PXY0VLR5","A2BX8ZUNDJUCAY","Approved","Fri Apr 12 09:30:01 PDT 2019","Fri Apr 12 09:31:40 PDT 2019","Mon Apr 15 09:31:40 PDT 2019","2019-04-15 16:31:58 UTC","","","99","100% (1/1)","100% (1/1)","100% (1/1)","Submit","4","4","4","{}","4","4","4","I have no idea what she is saying. It looks like something that's at least a positive statement because her body posture isn't negative.","4","4","4","4","4","4","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_4-1.mov","4"
"3ZFRE2BDQ9EBUDMOK5CGELRUYO6ZXG","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Apr 12 08:52:56 PDT 2019","50","BatchId:3604790;OriginalHitTemplateId:928390922;","480","259200","Sun Apr 14 08:52:56 PDT 2019","","","3WI0P0II61SQG0SA9QMTNVHSPRBDRZ","A1RR6U77ZZQ3T8","Approved","Fri Apr 12 11:00:38 PDT 2019","Fri Apr 12 11:02:21 PDT 2019","Mon Apr 15 11:02:21 PDT 2019","2019-04-15 18:02:58 UTC","","","103","100% (1/1)","100% (1/1)","100% (1/1)","Submit","3","4","6","{}","5","6","2","They are sitting together in a circle around her, listening attentively","5","5","4","4","1","5","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/eastern_gest_2-1.mov","5"
"3ZFRE2BDQ9EBUDMOK5CGELRUYO6ZXG","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Apr 12 08:52:56 PDT 2019","50","BatchId:3604790;OriginalHitTemplateId:928390922;","480","259200","Sun Apr 14 08:52:56 PDT 2019","","","3IJXV6UZ1XJ7OB8W14N4ESX5HWSRIO","A1I8EWT2DMNAKU","Approved","Fri Apr 12 08:53:48 PDT 2019","Fri Apr 12 08:55:32 PDT 2019","Mon Apr 15 08:55:32 PDT 2019","2019-04-15 15:55:58 UTC","","","104","100% (2/2)","100% (1/1)","100% (1/1)","Submit","2","6","7","{}","6","3","2","that you have to give and take and help each other, some push and pull, teamwork.","6","5","4","4","2","7","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/eastern_gest_1-0.mov","5"
"3ZFRE2BDQ9EBUDMOK5CGELRUYO6ZXG","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Apr 12 08:52:56 PDT 2019","50","BatchId:3604790;OriginalHitTemplateId:928390922;","480","259200","Sun Apr 14 08:52:56 PDT 2019","","","3LUY3GC63Z0PNEBL5LFII87H2YJ7P7","A3SK7MHGT6SJ93","Approved","Fri Apr 12 10:37:26 PDT 2019","Fri Apr 12 10:39:13 PDT 2019","Mon Apr 15 10:39:13 PDT 2019","2019-04-15 17:39:58 UTC","","","107","100% (1/1)","100% (1/1)","100% (1/1)","Submit","6","2","2","{}","2","2","6","She is saying the group is clashing and having a hard time communicating and working as a team.","3","2","4","3","7","1","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/eastern_gest_2-0.mov","2"
