"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.accessible","Answer.add","Answer.commentsArea","Answer.confident","Answer.conflict","Answer.control","Answer.dominant","Answer.freeResponseArea","Answer.goal","Answer.many","Answer.members","Answer.open","Answer.sure","Answer.tension","Answer.vid_id","Answer.worktogether","Approve","Reject"
"3ATYLI1PRT2Y0P3S1SMY7ECB5L7OJY","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Jun 21 10:38:58 PDT 2019","170","BatchId:3683869;OriginalHitTemplateId:928390922;","480","259200","Sun Jun 23 10:38:58 PDT 2019","","","30ZX6P7VF8VMF2BH4WT3PL4XS2FJ23","A3C81THYYSBGVD","Approved","Fri Jun 21 11:47:27 PDT 2019","Fri Jun 21 11:49:37 PDT 2019","Mon Jun 24 11:49:37 PDT 2019","Mon Jun 24 11:50:29 PDT 2019","","","130","100% (1/1)","100% (1/1)","100% (1/1)","2","Submit","{}","4","7","6","6","With that hand gesture I think the group of people is very confrontative. Maybe it meant that they're hard-headed and argue.","2","5","5","2","2","7","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_1-2.mov","3"
"3ATYLI1PRT2Y0P3S1SMY7ECB5L7OJY","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Jun 21 10:38:58 PDT 2019","170","BatchId:3683869;OriginalHitTemplateId:928390922;","480","259200","Sun Jun 23 10:38:58 PDT 2019","","","317HQ483I7SM9DG48X6N58SVQI0IN0","A1ZI8DY86EEQB6","Approved","Fri Jun 21 10:39:13 PDT 2019","Fri Jun 21 10:42:49 PDT 2019","Mon Jun 24 10:42:49 PDT 2019","Mon Jun 24 10:43:29 PDT 2019","","","216","100% (1/1)","100% (1/1)","100% (1/1)","3","Submit","{}","3","6","6","6","There seems to be conflict in this group. It seems as if there's been some argument or miscommunication and the speaker is trying to explain their side or clear the air. This person does not feel heard in the group, it seems.","2","2","3","4","2","7","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_2-1.mov","3"
"3ATYLI1PRT2Y0P3S1SMY7ECB5L7OJY","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Jun 21 10:38:58 PDT 2019","170","BatchId:3683869;OriginalHitTemplateId:928390922;","480","259200","Sun Jun 23 10:38:58 PDT 2019","","","31HQ4X3T3SALFRGF1WKMWIUTULISLG","A3BYGGA7D1LGBB","Approved","Fri Jun 21 11:40:18 PDT 2019","Fri Jun 21 11:46:18 PDT 2019","Mon Jun 24 11:46:18 PDT 2019","Mon Jun 24 11:46:29 PDT 2019","","","360","100% (1/1)","100% (1/1)","100% (1/1)","6","Submit","{}","5","7","5","4","Group of people seems to need some sort of hand gestures to understand the speaker.","5","6","5","5","5","6","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_2-0.mov","5"
"3ATYLI1PRT2Y0P3S1SMY7ECB5L7OJY","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Jun 21 10:38:58 PDT 2019","170","BatchId:3683869;OriginalHitTemplateId:928390922;","480","259200","Sun Jun 23 10:38:58 PDT 2019","","","31N2WW6R9RQVVIL4P6GNTXHX5943F1","A3BD7UGOXAAQ4W","Approved","Fri Jun 21 12:39:04 PDT 2019","Fri Jun 21 12:44:16 PDT 2019","Mon Jun 24 12:44:16 PDT 2019","Mon Jun 24 12:44:29 PDT 2019","","","312","100% (1/1)","100% (1/1)","100% (1/1)","6","Submit","Good video","4","1","7","5","To me it seems like the group is deaf..and they are communicating","7","4","6","4","2","6","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_3-1.mov","3"
"3ATYLI1PRT2Y0P3S1SMY7ECB5L7OJY","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Jun 21 10:38:58 PDT 2019","170","BatchId:3683869;OriginalHitTemplateId:928390922;","480","259200","Sun Jun 23 10:38:58 PDT 2019","","","31Q0U3WYDPFM6MSJKJ4SHCPJ91T17P","A3CA7SCTM4H9IO","Approved","Fri Jun 21 11:15:31 PDT 2019","Fri Jun 21 11:17:52 PDT 2019","Mon Jun 24 11:17:52 PDT 2019","Mon Jun 24 11:18:29 PDT 2019","","","141","100% (1/1)","100% (1/1)","100% (1/1)","6","Submit","i think she is saying they are a close group","6","4","6","5","i think she is saying they are a close group","6","6","6","5","6","6","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_1-1.mov","6"
"3ATYLI1PRT2Y0P3S1SMY7ECB5L7OJY","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Jun 21 10:38:58 PDT 2019","170","BatchId:3683869;OriginalHitTemplateId:928390922;","480","259200","Sun Jun 23 10:38:58 PDT 2019","","","31Z0PCVWUKFNF64SM2O2NI8E1K1T77","A2MWBFGSAZMBUR","Approved","Fri Jun 21 12:58:15 PDT 2019","Fri Jun 21 13:01:52 PDT 2019","Mon Jun 24 13:01:52 PDT 2019","Mon Jun 24 13:02:30 PDT 2019","","","217","100% (2/2)","100% (1/1)","100% (1/1)","2","Submit","{}","6","3","6","7","I think the specker is tryung to convince his audience about a certain aspect of his topic.  I feel he's trying to give an alternative reason for accepting his ideas.","6","6","5","6","5","4","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_3-1.mov","5"
"3ATYLI1PRT2Y0P3S1SMY7ECB5L7OJY","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Jun 21 10:38:58 PDT 2019","170","BatchId:3683869;OriginalHitTemplateId:928390922;","480","259200","Sun Jun 23 10:38:58 PDT 2019","","","320DUZ38G7MCUWJO3BESRPYY2L5GJ4","ASB8T0H7L99RF","Approved","Fri Jun 21 10:50:43 PDT 2019","Fri Jun 21 10:53:32 PDT 2019","Mon Jun 24 10:53:32 PDT 2019","Mon Jun 24 10:54:29 PDT 2019","","","169","100% (2/2)","100% (2/2)","100% (2/2)","3","Submit","{}","5","5","5","4","We all have to come together here. This can only be accomplished if everyone works united.","4","4","4","2","4","4","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_3-2.mov","5"
"3ATYLI1PRT2Y0P3S1SMY7ECB5L7OJY","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Jun 21 10:38:58 PDT 2019","170","BatchId:3683869;OriginalHitTemplateId:928390922;","480","259200","Sun Jun 23 10:38:58 PDT 2019","","","323Q6SJS8IGAPQS34R5PXRI7OE1HF1","A3PEDSLDKU79RH","Approved","Fri Jun 21 10:54:34 PDT 2019","Fri Jun 21 10:57:37 PDT 2019","Mon Jun 24 10:57:37 PDT 2019","Mon Jun 24 10:58:29 PDT 2019","","","183","100% (1/1)","100% (1/1)","100% (1/1)","5","Submit","{}","7","3","6","6","Someone who is loud and expressive. Someone who is outgoing and extraverted.","6","6","6","6","7","4","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_2-1.mov","6"
"3ATYLI1PRT2Y0P3S1SMY7ECB5L7OJY","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Jun 21 10:38:58 PDT 2019","170","BatchId:3683869;OriginalHitTemplateId:928390922;","480","259200","Sun Jun 23 10:38:58 PDT 2019","","","32UTUBMZ7GWPUAB74E0XT2IVHVYVB1","A1377FOMBVSHZZ","Approved","Fri Jun 21 11:40:24 PDT 2019","Fri Jun 21 11:42:01 PDT 2019","Mon Jun 24 11:42:01 PDT 2019","Mon Jun 24 11:42:29 PDT 2019","","","97","100% (1/1)","100% (1/1)","100% (1/1)","4","Submit","{}","6","2","6","6","It seems like the group of people are small people like kids. The speaker raised his arm but only to his mid section.","5","7","6","6","4","4","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_3-1.mov","6"
"3ATYLI1PRT2Y0P3S1SMY7ECB5L7OJY","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Fri Jun 21 10:38:58 PDT 2019","170","BatchId:3683869;OriginalHitTemplateId:928390922;","480","259200","Sun Jun 23 10:38:58 PDT 2019","","","32XVDSJFPZXCGAH27T6V5DWEWWHM2H","AVDWQ1G129G4D","Approved","Fri Jun 21 12:46:11 PDT 2019","Fri Jun 21 12:48:47 PDT 2019","Mon Jun 24 12:48:47 PDT 2019","Mon Jun 24 12:49:29 PDT 2019","","","156","100% (1/1)","100% (1/1)","100% (1/1)","6","Submit","expression","3","5","5","6","disagreeing of something that is why he is presenting it through his hand motion","5","4","5","4","6","5","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_2-0.mov","4"
