"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.add","Answer.buttheads","Answer.close","Answer.cometogether","Answer.commentsArea","Answer.communicate","Answer.control","Answer.disagreement","Answer.freeResponseArea","Answer.getalong","Answer.goal","Answer.overlap","Answer.protected","Answer.tension","Answer.unified","Answer.vid_id","Answer.worktogether","Approve","Reject"
"3UL5XDRDNCJN8Y1R59T89I366LQ58I","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Tue Apr 16 13:06:30 PDT 2019","10","BatchId:3609787;OriginalHitTemplateId:928390922;","480","259200","Thu Apr 18 13:06:30 PDT 2019","","","34S9DKFK73P8ZDV9CFSQRWMJ73IYN1","A1RHBKSDCWZTUC","Approved","Tue Apr 16 13:25:19 PDT 2019","Tue Apr 16 13:27:26 PDT 2019","Fri Apr 19 13:27:26 PDT 2019","Wed Apr 17 02:33:27 PDT 2019","","","127","100% (1/1)","100% (1/1)","100% (1/1)","Submit","3","5","6","{}","6","5","2","I think she might be saying that they were all in one seating arrangement and that it was an important meeting.","6","5","5","4","2","6","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_3-1.mov","5"
"3UL5XDRDNCJN8Y1R59T89I366LQ58I","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Tue Apr 16 13:06:30 PDT 2019","10","BatchId:3609787;OriginalHitTemplateId:928390922;","480","259200","Thu Apr 18 13:06:30 PDT 2019","","","3FFJ6VRIL1OJOHOX7R4PUWWI9R9I04","A37CO0N1KC1CDW","Approved","Tue Apr 16 13:23:59 PDT 2019","Tue Apr 16 13:25:35 PDT 2019","Fri Apr 19 13:25:35 PDT 2019","Wed Apr 17 02:33:27 PDT 2019","","","96","100% (2/2)","100% (2/2)","100% (2/2)","Submit","5","3","4","{}","4","4","3","what I think she was trying to say isshe was saying that her they all needed to work together as a tean and                                                  what I think she was trying to say isshe was saying that her they all needed to work together as a tean and","5","5","5","5","4","3","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/eastern_gest_4-2.mov","5"
"3UL5XDRDNCJN8Y1R59T89I366LQ58I","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Tue Apr 16 13:06:30 PDT 2019","10","BatchId:3609787;OriginalHitTemplateId:928390922;","480","259200","Thu Apr 18 13:06:30 PDT 2019","","","3IO1LGZLK9XLDMYZ0U8FQ8CVJYJ68E","A3F85YL0XVMKHT","Approved","Tue Apr 16 13:07:09 PDT 2019","Tue Apr 16 13:09:44 PDT 2019","Fri Apr 19 13:09:44 PDT 2019","Wed Apr 17 02:33:27 PDT 2019","","","155","100% (1/1)","100% (1/1)","100% (1/1)","Submit","5","3","3","{}","4","3","5","I think she is pointing out how members of the group are divisive (or at least different). I think she's clarifying the two (or more) areas, and noting how a lack of cohesiveness within the group is not beneficial towards the group in totality.","4","5","4","5","5","3","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_3-1.mov","3"
"3UL5XDRDNCJN8Y1R59T89I366LQ58I","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Tue Apr 16 13:06:30 PDT 2019","10","BatchId:3609787;OriginalHitTemplateId:928390922;","480","259200","Thu Apr 18 13:06:30 PDT 2019","","","3NVC2EB65QZ1V92ZUW8BIIOD2MJY3D","A1TYMXIYUUUL6F","Approved","Tue Apr 16 13:07:12 PDT 2019","Tue Apr 16 13:08:06 PDT 2019","Fri Apr 19 13:08:06 PDT 2019","Wed Apr 17 02:33:28 PDT 2019","","","54","100% (3/3)","100% (2/2)","100% (1/1)","Submit","4","5","6","{}","5","4","4","Please do not get angry. Move back and calm down.","5","4","5","4","6","4","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_5-2.mov","5"
"3UL5XDRDNCJN8Y1R59T89I366LQ58I","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Tue Apr 16 13:06:30 PDT 2019","10","BatchId:3609787;OriginalHitTemplateId:928390922;","480","259200","Thu Apr 18 13:06:30 PDT 2019","","","3RJSC4XJ10U7CTTI07LV5NSD45105A","A81PJ07K7XXAL","Approved","Tue Apr 16 13:26:00 PDT 2019","Tue Apr 16 13:28:54 PDT 2019","Fri Apr 19 13:28:54 PDT 2019","Wed Apr 17 02:33:28 PDT 2019","","","174","100% (1/1)","100% (1/1)","100% (1/1)","Submit","1","5","7","{}","7","7","1","THE SPEAKER IS GESTURING THAT THEY NEED TO ALL COME TOGETHER","7","7","6","7","1","7","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/western_gest_3-2.mov","7"
"3UL5XDRDNCJN8Y1R59T89I366LQ58I","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Tue Apr 16 13:06:30 PDT 2019","10","BatchId:3609787;OriginalHitTemplateId:928390922;","480","259200","Thu Apr 18 13:06:30 PDT 2019","","","3RWE2M8QWHAB2IZO47HHZ4SZVQW0NV","AR67RZM4TDX5M","Approved","Tue Apr 16 13:06:53 PDT 2019","Tue Apr 16 13:10:02 PDT 2019","Fri Apr 19 13:10:02 PDT 2019","Wed Apr 17 02:33:28 PDT 2019","","","189","100% (1/1)","100% (1/1)","100% (1/1)","Submit","7","1","1","{}","2","2","7","She is saying that there is conflict in the group of people. By bumping her hands together, she is indicating that the group members' personalities clash.","1","3","3","1","7","1","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/eastern_gest_2-0.mov","1"
"3UL5XDRDNCJN8Y1R59T89I366LQ58I","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Tue Apr 16 13:06:30 PDT 2019","10","BatchId:3609787;OriginalHitTemplateId:928390922;","480","259200","Thu Apr 18 13:06:30 PDT 2019","","","3SLE99ER0ND63UGH5BP0E8VRW9OBZY","AKOL40KW5ZRG5","Approved","Tue Apr 16 14:00:02 PDT 2019","Tue Apr 16 14:02:07 PDT 2019","Fri Apr 19 14:02:07 PDT 2019","Wed Apr 17 02:33:28 PDT 2019","","","125","100% (1/1)","100% (1/1)","100% (1/1)","Submit","1","7","7","{}","7","1","1","She is trying to convince people to do something. She is saying you give a little, i give a little.","7","7","7","4","1","7","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/eastern_gest_1-2.mov","7"
"3UL5XDRDNCJN8Y1R59T89I366LQ58I","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Tue Apr 16 13:06:30 PDT 2019","10","BatchId:3609787;OriginalHitTemplateId:928390922;","480","259200","Thu Apr 18 13:06:30 PDT 2019","","","3TXWC2NHNZQQEPF6CZHWR93YLT0S9D","A3GAQECPIDN11P","Approved","Tue Apr 16 13:12:54 PDT 2019","Tue Apr 16 13:14:49 PDT 2019","Fri Apr 19 13:14:49 PDT 2019","Wed Apr 17 02:33:28 PDT 2019","","","115","100% (2/2)","100% (2/2)","100% (2/2)","Submit","6","5","5","Sounds Good","6","6","5","These words may sound alike when spoken, but they carry entirely different usages and .... Tonight she will ______(set, sit) down and ______(right, write) a cover letter to ..... Do you think that it is healthy for mother to talk about the ______(passed, ..... I chose a spot 10 metres to the right away from a group of young people, ...","6","6","6","6","5","6","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/eastern_gest_3-1.mov","6"
"3UL5XDRDNCJN8Y1R59T89I366LQ58I","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Tue Apr 16 13:06:30 PDT 2019","10","BatchId:3609787;OriginalHitTemplateId:928390922;","480","259200","Thu Apr 18 13:06:30 PDT 2019","","","3VA45EW49NNTRSKI15LUSYBEQSEO18","A351P2O6QGTCS","Approved","Tue Apr 16 13:23:14 PDT 2019","Tue Apr 16 13:25:11 PDT 2019","Fri Apr 19 13:25:11 PDT 2019","Wed Apr 17 02:33:28 PDT 2019","","","117","100% (1/1)","100% (1/1)","100% (1/1)","Submit","1","7","7","{}","7","7","3","She is trying to teach them to do something.","7","7","1","7","4","7","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/eastern_gest_2-1.mov","7"
"3UL5XDRDNCJN8Y1R59T89I366LQ58I","3D9FS1R54HFL8B2LMY2G0RA4WJQ31O","Answer free-response questions about gesture interpretations","Please read the description of the scene, watch the videos, and answer the questions.  Feel free to watch the video as many times as you like.  Please do not pay attention to the speakers' faces -- pay attention only to the gestures.","video, gesture, interpretation, one minute, 1 minute, science, research, academic, fun","$0.18","Tue Apr 16 13:06:30 PDT 2019","10","BatchId:3609787;OriginalHitTemplateId:928390922;","480","259200","Thu Apr 18 13:06:30 PDT 2019","","","3VSOLARPKB9MU8URMKGVJ1VMTD9394","A17WS5TP6OPH7R","Approved","Tue Apr 16 13:30:39 PDT 2019","Tue Apr 16 13:34:16 PDT 2019","Fri Apr 19 13:34:16 PDT 2019","Wed Apr 17 02:33:28 PDT 2019","","","217","100% (1/1)","100% (1/1)","100% (1/1)","Submit","1","7","7","{}","7","7","1","I think she is saying that the group has moved together. Maybe they all went to a different location together.","7","7","7","7","1","7","https://s3.us-east-2.amazonaws.com/metaphoric-gestures-x-culture/eastern_gest_4-2.mov","7"
